,Persian Name,Address,Phone Number,Is Open,Price_Class,Rate
kardo_karaj,کاردو (گلشهر),۴۵متری گلشهر،نبش کوکب غربی,02633537360,11:30-23:30,2,8.1
themaze_karaj,د می ز (عظیمه),عظیمیه، میدان طالقانی به سمت بام، نبش ندا شمالى,09901863156,10-24,3,6.7
burger_buffalo,بوفالو (مهرشهر),كرج_مهرشهر بلوار ‎شهرداري(چهارباندي) بين خيابان 213-215,33408952026,10:30-23:30,2,5.2
doran_azimieh,دوران (عظیمیه),کرج، عظیمیه، میدان بهارستان,02632512141,11-24,2,7.8
garnish_karaj,گارنیش (جهانشهر),‎كرج ميدان جمهوري بلوار ماهان غربي بعد از تالار لوتوس خيابان ارغوان كوچه بهار شرقي,02634474023,9-24,2,8.1
firstclass,فرست کلاس (گوهردشت),کرج،فلکه اول گوهردشت،خیابان دوم شرقی,02634457327,11-24,2,6.0
khalifagarden,خلیفه گاردن,مهرشهر،خ شهرداری،خ صد ،بین خ 116و117,02633400607,12-24,2,6.3
artemiss,آرتمیس,مهرشهر ،مسیح پاکدل شرقی,02633412347,12-24,2,7.9
zafar1,ظفر,فلکه اول گوهردشت،خیابان آرش،بعد از درب ورودی پارکینگ نیکامال,02634212369,10-23,2,6.8
fungo,فونگو,گوهردشت،چهارراه ملك شاه،روبروي پاساژ ملاصدر، نبش پنجم شرقي,02634211196,11-24,2,7.4
anloo_karaj,آن لو (جهانشهر),جهانشهر، میدان مدنی، ابتدای خیابان هلال احمر,02634212397,11-23,2,null
karzin_karaj,کارزین (کرج),ابتدای جاده مشکین دشت، رزکان نو، مجتمع اکومال,42268,8:30-21:30,2,7.5
navy,نی وی,۴۵ متری گلشهر،ابتدای بلوار محمدی,02634641762,11-23,2,null
zharles,ژارلس,رجایی شهر روبروی دانشگاه آزاد,2634417455,9-24,1,7.6
waffle,وافل,کرج- جهانشهر-بلوار مولانا,9016211245,12-23,1,7.5
amirshokolatpelus,امیر شکلات پلاس (کرج),جهانشهر بلوار مولانا بعد از کسری شمالی,34497653,8:30-23,2,9.2
tt,تی تی,"بلوار موذن,خیابان پیروزی جنوبی, نبش نوزدهم",02634344808,9-24,2,7.3
riboon,ریبون,میدان والفجر،ابتدای بلوار سرداران,02632742069,10-23:30,2,8.9
cafe-sibil,کافه سیبیل,بلوار ارم ، سه راه شهرداری ،فودکورت مجتمع پاسارگاد,09125640364,11-24,2,8.1
daloon,دالون,بلوار رستاخیز، نبش هفتم غربی، جنب فست فود بکسمات,09300060013,8-24,2,8.2
shams1,شمس,مهرشهر،بلوار شهرداری،نبش خیابان109,33400188,12-24,2,8.5
blanch,بلانچ,كرج ، عظيميه ، ميدان بهارستان,9126195499,12-24,2,8.5
chenin,چنین,جهــانشهــر، خيابان استاندارى، روبروي كوچه زُهـــــره,34217217,11:30-16 19-23:30,3,8.5
mazzo,مازو,عظیمیه ، بلوار استقلال ، ضلع شمالی میدان اسبی,32532193,8-24,2,4.8
havana-karaj,هاوانا,گوهر دشت،خیابان 13غربی ،فاز 2،پلاک 68,34420566,10-23,2,8.2
plus-karaj,پلاس,عظیمیه، ضلع جنوب شرقی میدان گلستان,32527730,8-12,2,8.2
alef_karaj,الف,گوهردشت خیابان هشتم شرقی.پلاک ٧٦,34464570,9-23:30,2,5.3
lounge_karaj,لانژ,عظیمیه،میدان اسبی،ضلع شمالی پارک ایران زمین,32549212,8-24,2,8.7
daryoush,داریوش,کرج،عظیمیه،بالاتراز میدان استقلال،نبش کوچه الهام,32556413,8-24,2,4.3
sedayat,صدایت,گوهردشت،خیابان دوازدهم شرقی طبقه زیرین پاساژ سرخه,34490849,11-23:30,2,8.2
